sayfa_sayisi,satis_sayisi,fiyati,indirim_yuzdesi,puan,kazanc,yorum_sayisi,toplam_gun
72,24,14.16,21.0,20,3.84,0.0,1154
320,37,325.0,35.0,206,175.0,0.0,2427
240,37,10.13,33.0,14,4.88,0.0,1787
56,153,10.31,31.0,18,4.69,3.0,2907
28,18,19.25,31.0,36,8.75,0.0,719
4,3,4.05,19.0,4,0.95,0.0,717
128,73,15.91,31.0,30,7.23,2.0,1667
110,37,58.5,35.0,68,31.5,0.0,2428
144,49,45.5,35.0,48,24.5,0.0,2428
32,23,10.08,28.0,22,3.82,0.0,1185
12,20,13.75,31.0,26,6.25,0.0,1711
300,113,17.94,23.0,38,5.21,3.0,3291
32,63,18.38,13.0,40,2.63,0.0,1096
336,19,21.94,19.0,34,5.06,0.0,1379
103,42,7.2,10.0,8,0.8,0.0,5485
316,35,27.43,31.0,46,12.47,1.0,3040
32,77,10.4,35.0,18,5.6,1.0,694
24,27,7.8,35.0,12,4.2,3.0,1228
192,22,13.06,31.0,16,5.94,2.0,787
48,104,10.94,38.0,16,6.56,1.0,1172
143,13,28.5,29.0,60,11.5,0.0,5445
16,76,4.32,34.0,6,2.18,0.0,2006
20,74,8.25,31.0,20,3.75,1.0,2190
24,45,8.7,28.0,18,3.3,1.0,1361
174,74,24.06,31.0,32,10.94,2.0,1791
16,100,3.16,37.0,4,1.84,0.0,3101
16,95,3.16,37.0,4,1.84,0.0,3101
16,90,3.16,37.0,4,1.84,0.0,3101
16,92,3.16,37.0,4,1.84,0.0,3101
80,92,5.93,20.0,12,1.48,5.0,1326
112,29,7.31,27.0,10,2.69,0.0,1323
72,26,6.94,38.0,14,4.17,1.0,973
203,137,8.13,38.0,18,4.88,3.0,5434
96,77,10.5,25.0,20,3.5,0.0,2130
80,23,6.95,31.0,12,3.05,0.0,942
64,28,8.25,31.0,14,3.75,0.0,1966
160,442,9.63,31.0,20,4.38,7.0,3006
208,96,29.25,25.0,44,9.75,1.0,3082
88,146,11.0,31.0,20,5.0,2.0,1435
280,32,9.95,42.0,14,7.06,0.0,1946
8,19,2.85,29.0,6,1.15,0.0,1304
80,94,8.25,31.0,16,3.75,1.0,4389
190,33,9.1,35.0,16,4.9,0.0,1625
24,10,12.01,23.0,20,3.49,0.0,820
24,11,12.04,35.0,24,6.48,0.0,3293
16,11,12.04,35.0,24,6.48,0.0,3293
40,33,20.63,31.0,38,9.38,0.0,2069
16,69,6.0,25.0,8,2.0,0.0,418
128,25,11.0,21.0,22,2.89,0.0,1758
63,34,18.75,25.0,34,6.25,1.0,2879
40,40,10.85,23.0,22,3.15,0.0,1164
24,25,11.0,31.0,16,5.0,1.0,1557
28,45,6.94,38.0,18,4.17,3.0,1760
64,21,6.5,35.0,10,3.5,1.0,1750
32,64,5.4,40.0,14,3.6,2.0,1501
100,116,10.4,35.0,18,5.6,1.0,682
156,14,11.5,36.0,26,6.5,1.0,523
56,69,12.15,33.0,12,5.85,2.0,3659
20,32,4.2,16.0,6,0.8,1.0,1142
152,18,9.63,31.0,18,4.38,0.0,1336
32,16,3.81,31.0,8,1.73,0.0,1830
80,27,12.04,35.0,24,6.48,0.0,1708
200,19,18.91,31.0,32,8.59,1.0,615
48,19,4.88,35.0,8,2.63,0.0,554
120,44,5.5,39.0,10,3.5,1.0,5120
32,53,4.05,33.0,8,1.95,1.0,3294
120,41,9.75,35.0,16,5.25,0.0,2631
480,26,36.0,40.0,88,24.0,0.0,1093
94,153,4.4,20.0,10,1.1,0.0,658
112,15,10.13,33.0,18,4.88,1.0,386
128,73,6.88,31.0,12,3.13,7.0,1615
64,17,4.88,35.0,10,2.63,1.0,2324
224,30,15.05,35.0,30,8.1,0.0,1661
32,23,16.28,23.0,24,4.73,1.0,1738
20,44,18.0,25.0,24,6.0,0.0,3749
16,23,10.13,25.0,18,3.38,1.0,649
24,7,11.84,23.0,24,3.44,0.0,1695
28,29,7.82,35.0,16,4.21,0.0,798
24,9,7.19,22.0,14,2.07,0.0,1492
264,19,18.0,35.0,34,9.69,0.0,1677
168,67,12.02,35.0,18,6.48,1.0,858
128,18,7.8,35.0,12,4.2,0.0,1012
32,54,10.8,28.0,22,4.1,1.0,1122
160,28,13.24,35.0,26,7.13,1.0,2591
40,16,13.05,28.0,26,4.95,0.0,1668
40,25,13.05,28.0,26,4.95,1.0,1831
20,61,9.43,28.0,8,3.58,0.0,3941
160,36,11.2,45.0,26,9.17,1.0,1821
63,140,6.88,31.0,12,3.13,0.0,1826
208,43,8.42,35.0,20,4.54,1.0,995
144,116,5.63,38.0,14,3.38,1.0,749
16,9,6.0,25.0,12,2.0,0.0,104
24,8,11.17,25.0,22,3.73,0.0,404
48,8,11.9,21.0,24,3.11,1.0,328
16,7,4.45,26.0,8,1.55,0.0,97
64,8,9.75,35.0,14,5.25,0.0,290
134,8,11.07,37.0,24,6.43,0.0,269
112,10,12.83,29.0,26,5.18,4.0,95
16,9,7.2,28.0,16,2.8,0.0,63
40,8,10.24,31.0,20,4.66,0.0,154
64,7,16.25,35.0,32,8.75,0.0,265
128,8,7.61,42.0,12,5.4,0.0,247
32,8,3.44,31.0,4,1.56,0.0,255
32,8,3.44,31.0,4,1.56,0.0,255
75,8,7.5,38.0,16,4.5,0.0,252
16,8,12.0,40.0,26,8.0,0.0,367
48,8,5.45,32.0,10,2.55,0.0,411
16,8,5.6,30.0,12,2.4,0.0,406
136,9,9.75,35.0,20,5.25,0.0,404
480,7,37.81,31.0,76,17.19,0.0,393
32,7,10.24,31.0,20,4.66,0.0,575
320,8,27.0,46.0,64,23.0,0.0,315
64,7,5.95,41.0,20,4.05,0.0,339
80,7,9.0,25.0,18,3.0,0.0,597
60,8,10.31,31.0,20,4.69,0.0,609
24,8,8.25,31.0,16,3.75,0.0,465
26,8,16.5,31.0,34,7.5,0.0,638
71,11,7.2,40.0,16,4.8,0.0,460
40,15,18.75,25.0,38,6.25,1.0,624
24,9,17.6,20.0,32,4.4,0.0,702
20,8,8.25,31.0,16,3.75,0.0,443
24,7,8.25,31.0,16,3.75,0.0,469
120,8,10.4,35.0,20,5.6,0.0,728
8,8,9.28,26.0,18,3.22,0.0,669
64,19,24.4,24.0,50,7.6,0.0,559
24,11,6.92,30.0,14,2.98,0.0,458
184,9,27.3,30.0,54,11.7,1.0,641
32,18,13.0,35.0,26,7.0,0.0,461
32,8,8.25,31.0,14,3.75,0.0,607
446,8,7.38,50.0,8,7.38,1.0,1833
40,8,29.25,35.0,58,15.75,1.0,384
100,6,18.2,9.0,36,1.8,0.0,672
64,8,11.9,26.0,22,4.1,0.0,204
112,8,9.75,25.0,20,3.25,0.0,91
64,8,4.49,10.0,6,0.5,0.0,236
32,16,13.92,37.0,28,8.09,0.0,167
16,8,8.25,31.0,14,3.75,0.0,353
160,8,17.19,31.0,34,7.81,0.0,280
24,13,16.5,25.0,32,5.5,0.0,702
70,8,3.5,50.0,4,3.5,1.0,1467
24,8,5.85,27.0,22,2.15,0.0,607
16,8,9.31,38.0,20,5.59,0.0,307
168,8,12.68,35.0,26,6.83,0.0,167
48,8,8.06,38.0,18,4.84,0.0,307
312,8,19.8,34.0,38,10.2,0.0,237
20,8,5.85,35.0,10,3.15,0.0,164
16,9,6.81,31.0,12,3.09,0.0,65
136,27,7.2,40.0,14,4.8,0.0,310
170,8,16.5,25.0,34,5.5,0.0,408
28,8,11.17,25.0,22,3.73,0.0,404
24,7,11.25,25.0,22,3.75,0.0,547
288,11,46.88,38.0,82,28.13,0.0,238
16,14,6.33,37.0,14,3.68,0.0,483
152,9,6.89,30.0,14,3.01,0.0,325
96,8,26.13,31.0,76,11.88,0.0,733
32,14,11.25,25.0,22,3.75,0.0,590
176,46,35.75,35.0,72,19.25,1.0,601
184,227,11.7,35.0,24,6.3,1.0,460
32,8,11.39,37.0,22,6.62,0.0,182
24,8,5.06,37.0,10,2.94,0.0,114
112,49,5.21,44.0,12,4.05,1.0,1101
96,163,6.37,38.0,10,3.82,4.0,2295
88,9,10.69,29.0,22,4.31,0.0,93
24,8,5.85,35.0,10,3.15,0.0,205
56,8,8.0,20.0,16,2.0,0.0,204
32,55,4.46,31.0,10,2.03,2.0,767
72,66,9.49,37.0,14,5.51,0.0,826
96,58,6.66,19.0,12,1.54,0.0,3659
16,9,5.18,43.0,10,3.83,0.0,164
72,8,8.22,37.0,16,4.78,0.0,60
24,31,19.73,23.0,42,5.73,0.0,1571
128,8,21.18,40.0,48,13.83,0.0,182
168,11,9.35,45.0,18,7.65,0.0,111
80,81,11.25,25.0,16,3.75,1.0,5485
64,85,12.04,35.0,24,6.48,2.0,860
85,46,4.9,51.0,14,5.1,0.0,6363
32,77,3.44,31.0,2,1.56,1.0,1547
32,59,3.44,31.0,2,1.56,0.0,1547
144,83,9.0,40.0,12,6.0,3.0,3909
144,67,6.0,25.0,12,2.0,0.0,1820
126,49,6.0,25.0,12,2.0,0.0,6324
56,135,8.25,31.0,10,3.75,0.0,1987
128,43,11.0,31.0,18,5.0,3.0,1564
15,108,4.8,20.0,6,1.2,0.0,5485
16,38,5.19,26.0,6,1.81,0.0,1100
14,31,12.67,31.0,26,5.76,1.0,1018
152,36,19.42,40.0,40,12.99,1.0,1549
15,66,4.27,29.0,4,1.73,0.0,5485
93,131,5.4,40.0,10,3.6,1.0,4386
94,104,5.4,40.0,10,3.6,0.0,4755
64,63,11.25,25.0,18,3.75,0.0,6286
56,29,14.38,38.0,24,8.63,0.0,1018
96,35,3.99,14.0,8,0.64,0.0,5850
16,54,4.8,20.0,6,1.2,0.0,5850
48,18,11.0,31.0,20,5.0,0.0,856
278,160,17.88,31.0,20,8.13,3.0,3386
32,151,3.16,37.0,2,1.84,4.0,997
40,23,9.36,22.0,18,2.64,1.0,1046
152,68,10.12,37.0,18,5.88,2.0,1392
12,59,13.75,31.0,20,6.25,0.0,2928
16,36,9.45,33.0,14,4.55,1.0,2923
12,81,13.75,31.0,20,6.25,0.0,2928
280,58,22.69,31.0,30,10.31,2.0,1925
12,31,9.75,35.0,14,5.25,0.0,1503
240,50,12.35,35.0,24,6.65,5.0,1515
192,110,9.1,35.0,14,4.9,5.0,1139
32,37,18.11,21.0,28,4.89,2.0,987
72,76,6.68,26.0,12,2.32,2.0,3674
71,44,5.4,40.0,10,3.6,1.0,4386
16,41,5.65,19.0,8,1.35,1.0,2861
16,36,5.65,19.0,8,1.35,0.0,2861
28,43,19.5,35.0,38,10.5,2.0,3648
112,50,12.0,25.0,24,4.0,0.0,1065
20,29,5.02,23.0,10,1.48,1.0,1891
32,118,9.0,25.0,18,3.0,0.0,3359
96,12,6.18,35.0,14,3.33,1.0,1452
24,27,4.46,31.0,10,2.03,0.0,793
32,16,4.46,31.0,10,2.03,0.0,1466
16,71,1.79,35.0,2,0.96,2.0,734
86,89,13.05,28.0,24,4.95,1.0,3652
72,37,8.25,31.0,14,3.75,0.0,1467
78,32,4.58,29.0,10,1.9,1.0,1578
56,14,4.67,28.0,10,1.81,0.0,2046
32,33,6.95,31.0,12,3.05,3.0,3433
32,17,12.65,37.0,18,7.35,0.0,698
176,67,16.5,31.0,40,7.5,1.0,2196
32,16,12.65,37.0,18,7.35,0.0,700
32,15,12.65,37.0,18,7.35,0.0,700
44,24,12.2,23.0,26,3.54,0.0,1006
20,28,13.6,20.0,20,3.4,0.0,905
128,141,6.25,38.0,12,3.75,2.0,3659
80,35,2.93,10.0,4,0.33,0.0,3047
16,13,5.9,34.0,12,3.1,0.0,1344
33,48,8.75,38.0,14,5.25,1.0,2029
16,116,6.88,31.0,8,3.13,6.0,2625
64,57,10.8,33.0,22,5.2,0.0,1381
64,23,10.8,33.0,22,5.2,0.0,1381
24,15,6.0,25.0,10,2.0,0.0,3208
128,167,14.56,27.0,24,5.44,5.0,4024
64,46,6.0,40.0,8,4.0,0.0,1483
160,73,9.49,37.0,18,5.51,1.0,2603
16,54,4.73,33.0,8,2.28,1.0,3659
24,37,4.05,33.0,8,1.95,1.0,1955
32,61,5.09,31.0,10,2.31,0.0,1000
30,40,12.25,28.0,26,4.65,2.0,2172
12,31,16.9,35.0,32,9.1,0.0,2950
48,29,16.25,19.0,30,3.75,0.0,1500
32,95,10.42,25.0,18,3.47,3.0,825
14,22,6.49,34.0,14,3.41,2.0,1479
92,138,10.5,25.0,20,3.5,2.0,4624
32,21,11.84,23.0,24,3.44,0.0,1095
848,113,71.25,25.0,106,23.75,5.0,3659
152,130,24.0,40.0,50,16.0,3.0,5685
32,55,10.31,31.0,12,4.69,1.0,1245
24,19,18.85,35.0,34,10.15,0.0,1467
88,13,17.6,20.0,32,4.4,1.0,1097
64,53,6.0,40.0,8,4.0,1.0,1483
160,68,8.25,25.0,16,2.75,2.0,3202
144,17,6.96,37.0,14,4.04,1.0,1421
160,60,8.25,25.0,16,2.75,2.0,3996
34,18,18.23,21.0,36,4.92,0.0,1102
16,13,4.87,17.0,8,1.03,1.0,1461
24,91,16.0,20.0,22,4.0,1.0,114
48,98,8.45,35.0,18,4.55,0.0,4389
184,35,21.07,35.0,40,11.34,0.0,2535
40,76,6.54,29.0,12,2.72,1.0,2562
32,55,10.8,28.0,24,4.1,5.0,2534
32,19,15.5,23.0,24,4.5,0.0,849
72,14,7.59,37.0,14,4.41,1.0,1296
112,20,8.25,31.0,12,3.75,0.0,1402
128,63,15.13,31.0,24,6.88,0.0,1898
48,16,4.55,35.0,10,2.45,0.0,849
16,38,4.8,40.0,10,3.2,2.0,4223
16,11,8.97,23.0,18,2.6,0.0,1261
96,14,9.0,40.0,18,6.0,2.0,175
24,27,17.81,29.0,20,7.19,0.0,1871
36,17,9.9,29.0,16,4.1,1.0,2509
32,14,7.19,22.0,14,2.07,0.0,1268
24,79,13.5,25.0,18,4.5,1.0,4755
496,43,24.06,31.0,36,10.94,0.0,2442
120,53,16.25,19.0,26,3.75,0.0,1169
20,22,13.95,23.0,20,4.05,0.0,692
96,13,9.75,25.0,18,3.25,0.0,832
112,16,11.25,25.0,20,3.75,0.0,832
48,30,5.0,10.0,10,0.56,0.0,1328
24,18,11.84,23.0,24,3.44,0.0,1302
24,23,6.77,27.0,14,2.49,1.0,1294
96,197,15.6,35.0,18,8.4,4.0,5455
32,45,2.19,38.0,4,1.31,0.0,5266
32,46,2.03,38.0,4,1.22,0.0,5266
32,40,2.03,38.0,4,1.22,0.0,5266
64,36,12.72,20.0,12,3.18,1.0,1850
110,42,6.4,20.0,12,1.6,0.0,2838
80,75,12.0,25.0,18,4.0,0.0,7133
128,105,13.06,31.0,12,5.94,6.0,5130
88,34,5.72,35.0,12,3.08,2.0,525
16,23,4.73,33.0,10,2.28,1.0,1808
144,149,12.38,31.0,20,5.63,2.0,4389
619,95,20.48,42.0,46,14.53,2.0,4745
24,20,5.89,31.0,6,2.61,0.0,751
32,51,10.4,20.0,20,2.6,1.0,4077
48,55,9.75,25.0,14,3.25,0.0,5474
72,30,13.95,23.0,20,4.05,0.0,1154
112,19,6.62,35.0,16,3.57,1.0,1786
176,23,14.0,30.0,22,6.0,0.0,1172
174,75,11.12,23.0,24,3.23,2.0,826
96,91,12.03,31.0,22,5.47,1.0,1781
88,32,9.63,31.0,14,4.38,0.0,1426
80,20,11.0,31.0,16,5.0,1.0,723
48,40,5.0,10.0,10,0.56,0.0,1168
86,104,6.88,31.0,14,3.13,1.0,5064
19,24,9.83,34.0,22,5.17,2.0,1467
126,52,7.2,10.0,8,0.8,0.0,1524
32,28,15.75,25.0,32,5.25,0.0,776
128,14,12.0,40.0,18,8.0,0.0,772
96,131,15.84,28.0,28,6.16,5.0,2470
80,21,6.88,31.0,10,3.13,0.0,787
64,18,8.94,31.0,16,4.06,0.0,2486
20,68,8.25,31.0,20,3.75,0.0,2190
35,23,4.5,25.0,6,1.5,0.0,779
32,38,10.8,28.0,24,4.1,0.0,1233
104,28,8.68,38.0,12,5.21,0.0,3046
128,25,5.95,34.0,12,3.05,1.0,2918
32,57,12.0,20.0,18,3.0,3.0,1360
40,27,3.8,37.0,8,2.21,0.0,4361
20,10,11.7,35.0,22,6.3,1.0,840
176,46,13.24,35.0,26,7.13,4.0,1821
16,42,7.61,42.0,16,5.4,0.0,2198
24,24,6.85,24.0,12,2.15,3.0,4235
16,12,12.04,35.0,24,6.48,0.0,3293
96,25,15.05,35.0,30,8.1,0.0,3153
96,25,15.05,35.0,30,8.1,0.0,3153
184,123,12.35,35.0,24,6.65,2.0,3256
63,27,6.88,31.0,10,3.13,1.0,1091
8,31,9.9,34.0,22,5.1,2.0,4328
8,10,2.85,29.0,6,1.15,0.0,1304
8,55,2.85,29.0,4,1.15,0.0,1304
8,22,2.85,29.0,6,1.15,4.0,1304
8,9,2.85,29.0,6,1.15,0.0,1304
152,21,17.19,31.0,30,7.81,0.0,813
24,14,12.04,35.0,24,6.48,0.0,3293
32,42,20.63,31.0,38,9.38,0.0,2069
80,41,3.6,10.0,6,0.4,1.0,5485
16,26,4.5,25.0,8,1.5,1.0,418
8,14,14.42,34.0,30,7.58,0.0,812
80,74,13.24,35.0,30,7.13,1.0,1323
40,38,4.55,35.0,6,2.45,1.0,3650
16,22,15.5,23.0,22,4.5,1.0,432
56,44,12.04,35.0,28,6.48,0.0,2884
16,38,3.18,31.0,8,1.45,0.0,1398
340,52,20.09,23.0,42,5.83,1.0,1245
72,184,6.88,31.0,14,3.13,4.0,4197
112,17,4.55,34.0,10,2.35,0.0,1752
40,17,11.25,25.0,20,3.75,0.0,680
32,33,15.0,25.0,30,5.0,0.0,680
16,15,17.83,23.0,28,5.18,1.0,1305
40,31,6.88,31.0,12,3.13,1.0,1336
32,41,12.62,26.0,24,4.38,0.0,4017
20,48,4.2,16.0,6,0.8,0.0,1142
20,28,7.2,20.0,14,1.8,0.0,3780
32,23,3.81,31.0,8,1.73,0.0,1830
184,40,9.1,35.0,16,4.9,2.0,573
32,18,18.75,25.0,34,6.25,0.0,1094
31,89,4.73,33.0,8,2.28,2.0,3654
16,67,6.0,40.0,14,4.0,2.0,1716
80,13,11.0,31.0,16,5.0,1.0,665
80,29,12.04,35.0,24,6.48,0.0,1708
88,55,12.04,35.0,24,6.48,0.0,1708
72,65,12.04,35.0,24,6.48,0.0,1708
176,11,12.38,31.0,16,5.63,0.0,554
48,117,15.18,37.0,20,8.82,2.0,1152
24,50,16.0,20.0,26,4.0,1.0,1715
120,8,42.34,23.0,88,12.29,0.0,1114
168,70,11.25,25.0,16,3.75,2.0,1746
136,57,17.82,31.0,34,8.1,1.0,1357
92,77,10.08,28.0,20,3.92,1.0,2877
92,71,10.5,25.0,20,3.5,1.0,2877
160,82,21.94,42.0,44,15.56,2.0,1144
72,39,8.1,33.0,14,3.9,1.0,1709
32,12,16.5,25.0,34,5.5,0.0,660
11,47,13.75,31.0,22,6.25,1.0,3949
11,35,13.75,31.0,22,6.25,2.0,3949
216,54,11.25,25.0,20,3.75,0.0,5120
32,19,5.21,20.0,10,1.27,1.0,656
64,105,5.63,38.0,14,3.38,0.0,972
64,32,9.6,20.0,14,2.4,0.0,1797
192,23,15.05,35.0,30,8.1,0.0,1661
352,37,12.17,39.0,26,7.73,0.0,1797
64,19,4.88,35.0,10,2.63,0.0,2305
64,18,4.88,35.0,10,2.63,0.0,2305
128,62,9.9,40.0,20,6.6,0.0,1178
29,21,18.36,26.0,32,6.54,0.0,1056
64,39,10.68,24.0,22,3.33,1.0,1696
96,30,10.48,48.0,18,9.52,0.0,1683
96,64,23.13,38.0,28,13.88,4.0,3747
56,37,7.57,24.0,14,2.43,0.0,1108
144,48,8.75,38.0,6,5.25,0.0,626
128,15,9.63,20.0,20,2.41,0.0,1122
160,54,6.0,40.0,12,4.0,2.0,1717
96,68,6.88,31.0,12,3.13,1.0,1562
40,10,13.05,28.0,26,4.95,1.0,261
40,17,13.05,28.0,26,4.95,0.0,261
152,13,6.32,20.0,10,1.58,1.0,1107
24,31,8.7,28.0,20,3.3,1.0,1689
216,42,14.95,35.0,26,8.05,1.0,1633
40,45,11.53,28.0,14,4.37,1.0,1057
64,37,12.72,20.0,14,3.18,1.0,1307
24,8,5.43,31.0,10,2.47,0.0,290
24,8,5.43,31.0,10,2.47,0.0,290
16,8,6.0,25.0,12,2.0,0.0,104
248,7,17.19,31.0,34,7.81,0.0,219
16,9,12.5,38.0,26,7.5,1.0,297
16,7,19.24,29.0,38,7.76,1.0,203
80,7,18.85,35.0,38,10.15,0.0,265
32,7,3.44,31.0,4,1.56,1.0,255
48,7,9.45,37.0,18,5.55,0.0,255
32,6,6.5,35.0,10,3.5,0.0,420
96,7,10.5,25.0,22,3.5,0.0,418
32,7,5.56,38.0,12,3.34,0.0,374
32,7,5.9,34.0,12,3.0,0.0,374
32,7,9.28,26.0,18,3.22,0.0,636
32,6,10.24,31.0,20,4.66,0.0,575
48,7,16.8,30.0,34,7.2,0.0,391
80,7,9.55,31.0,20,4.34,0.0,477
184,6,23.4,40.0,48,15.6,0.0,317
32,7,4.55,35.0,10,2.45,0.0,139
20,8,8.4,30.0,16,3.6,0.0,443
24,7,8.4,30.0,16,3.6,0.0,443
32,8,8.25,31.0,16,3.75,0.0,568
152,11,10.0,33.0,18,5.0,0.0,562
28,7,13.95,23.0,24,4.05,1.0,540
63,7,11.25,25.0,22,3.75,0.0,478
32,7,8.25,31.0,14,3.75,0.0,607
48,7,9.75,35.0,20,5.25,0.0,35
24,7,5.85,27.0,22,2.15,0.0,607
136,7,15.5,23.0,26,4.5,0.0,314
112,22,12.75,25.0,26,4.25,1.0,169
117,7,13.18,23.0,24,3.83,0.0,350
160,7,9.32,48.0,20,8.69,0.0,214
64,7,12.94,35.0,22,6.97,0.0,169
64,7,12.94,35.0,22,6.97,0.0,169
248,11,22.05,21.0,44,5.95,0.0,213
136,7,21.13,35.0,42,11.38,0.0,274
128,7,7.61,42.0,12,5.4,1.0,247
24,4,7.48,21.0,14,2.02,0.0,183
24,3,7.48,21.0,14,2.02,0.0,183
128,8,21.51,37.0,44,12.5,0.0,143
144,7,11.7,35.0,24,6.3,0.0,378
64,8,9.63,31.0,20,4.38,0.0,92
168,7,19.49,35.0,32,10.49,0.0,313
81,6,11.69,31.0,34,5.31,0.0,667
48,7,8.06,38.0,18,4.84,0.0,737
3320,9,284.17,35.0,568,153.02,0.0,60
16,8,3.25,35.0,6,1.75,0.0,204
128,7,19.5,35.0,40,10.5,0.0,178
104,19,24.65,28.0,50,9.35,1.0,626
32,7,8.06,38.0,18,4.84,0.0,329
28,7,11.17,25.0,22,3.73,0.0,404
48,7,8.1,46.0,18,6.9,0.0,255
64,7,31.98,11.0,64,4.02,0.0,136
120,16,4.49,10.0,8,0.5,0.0,135
24,4,7.48,21.0,14,2.02,0.0,183
328,7,22.14,37.0,44,12.86,0.0,139
104,7,10.4,35.0,20,5.6,0.0,364
128,7,25.0,50.0,58,25.0,0.0,275
480,6,30.99,37.0,74,18.01,0.0,338
96,7,12.5,38.0,40,7.5,1.0,265
24,7,9.45,37.0,18,5.55,0.0,306
245,7,12.5,38.0,26,7.5,0.0,695
64,34,14.5,28.0,30,5.5,0.0,477
32,7,22.8,29.0,46,9.2,0.0,306
28,7,11.17,25.0,22,3.73,0.0,404
96,7,24.06,31.0,70,10.94,0.0,145
32,7,11.38,35.0,22,6.13,0.0,141
152,7,8.86,37.0,18,5.15,0.0,364
16,7,3.25,35.0,6,1.75,0.0,204
16,7,3.25,35.0,6,1.75,0.0,204
32,98,18.9,37.0,18,11.1,5.0,1102
320,7,25.65,29.0,52,10.35,0.0,66
56,7,8.0,20.0,16,2.0,0.0,204
16,7,19.24,29.0,38,7.76,3.0,203
32,64,15.18,37.0,22,8.82,1.0,4389
72,39,9.49,37.0,14,5.51,0.0,815
96,7,8.94,31.0,18,4.06,0.0,169
16,6,13.1,23.0,26,3.8,0.0,141
24,7,5.06,37.0,10,2.94,0.0,114
24,29,7.22,35.0,18,3.89,0.0,1460
112,35,18.56,31.0,22,8.44,0.0,6464
96,30,8.25,31.0,12,3.75,1.0,3580
151,43,7.5,25.0,14,2.5,1.0,6333
48,7,8.06,38.0,18,4.84,0.0,307
14,7,4.55,35.0,8,2.45,0.0,607
14,7,4.55,35.0,8,2.45,0.0,607
28,7,24.04,37.0,48,13.97,0.0,110
16,21,11.46,31.0,22,5.21,0.0,1031
24,24,14.25,25.0,22,4.75,0.0,766
336,34,18.0,20.0,36,4.5,1.0,1031
95,152,7.23,22.0,14,2.03,4.0,1000
56,26,51.75,25.0,102,17.25,1.0,766
128,99,8.43,35.0,16,4.54,0.0,896
32,48,3.44,31.0,2,1.56,1.0,1547
32,55,3.44,31.0,2,1.56,0.0,1547
32,70,3.44,31.0,2,1.56,1.0,1547
112,47,12.75,25.0,26,4.25,0.0,980
56,15,9.0,25.0,18,3.0,0.0,3444
68,73,8.55,29.0,16,3.45,0.0,1567
96,89,6.0,25.0,12,2.0,0.0,1820
80,124,4.43,37.0,8,2.57,2.0,1148
80,40,5.95,30.0,10,2.55,1.0,1529
47,55,5.4,40.0,10,3.6,1.0,4016
72,54,4.15,31.0,8,1.85,2.0,4389
103,72,5.5,39.0,10,3.5,2.0,4016
80,41,11.0,31.0,8,5.0,1.0,318
96,34,6.0,40.0,12,4.0,0.0,1023
32,86,3.16,37.0,2,1.84,1.0,997
24,25,7.5,25.0,12,2.5,0.0,4389
48,40,3.85,4.0,8,0.15,0.0,3655
120,69,14.5,28.0,26,5.5,0.0,1672
32,49,5.09,31.0,10,2.31,1.0,997
16,16,9.75,35.0,14,5.25,1.0,1503
12,26,9.75,35.0,14,5.25,0.0,1503
160,48,56.0,20.0,88,14.0,2.0,2861
96,19,10.0,20.0,18,2.5,0.0,3331
128,19,7.8,35.0,14,4.2,0.0,1437
32,15,12.03,31.0,20,5.47,0.0,4517
32,79,9.0,25.0,18,3.0,0.0,3359
152,69,7.59,37.0,14,4.41,0.0,972
96,32,15.05,35.0,30,8.1,0.0,1448
216,70,15.81,37.0,30,9.19,1.0,2092
128,58,10.31,31.0,10,4.69,1.0,3531
35,40,15.95,28.0,20,6.05,0.0,3651
16,70,1.79,35.0,2,0.96,2.0,734
35,40,13.05,28.0,20,4.95,0.0,3651
80,111,7.53,38.0,14,4.52,3.0,2169
63,35,23.63,33.0,38,11.38,0.0,8405
64,27,6.5,35.0,10,3.5,1.0,2092
32,26,10.8,28.0,22,4.1,0.0,902
16,42,6.88,31.0,6,3.13,1.0,1434
32,14,13.75,31.0,18,6.25,0.0,698
64,14,6.5,35.0,10,3.5,2.0,2092
44,20,12.2,23.0,26,3.54,0.0,1006
104,32,8.45,35.0,12,4.55,0.0,1424
224,40,14.95,35.0,22,8.05,0.0,1254
800,32,31.05,33.0,62,14.95,1.0,903
64,26,6.0,40.0,14,4.0,2.0,1344
64,24,6.0,40.0,14,4.0,1.0,1344
64,25,6.0,40.0,14,4.0,0.0,1344
16,12,6.41,29.0,12,2.59,0.0,1344
40,19,8.25,31.0,18,3.75,0.0,3212
172,27,11.48,23.0,24,3.33,0.0,946
48,129,6.0,25.0,12,2.0,2.0,2352
64,52,6.0,40.0,8,4.0,2.0,1483
64,45,6.0,40.0,8,4.0,0.0,1483
176,83,9.49,37.0,16,5.51,0.0,2603
32,31,5.3,24.0,10,1.7,0.0,846
111,141,5.85,35.0,10,3.15,2.0,1191
16,62,4.73,33.0,8,2.28,2.0,3659
38,19,7.8,35.0,10,4.2,0.0,839
32,17,5.3,24.0,10,1.7,0.0,1828
256,31,13.75,31.0,26,6.25,1.0,2607
132,26,21.7,23.0,32,6.3,0.0,995
63,33,22.5,25.0,34,7.5,2.0,3653
32,23,7.89,23.0,16,2.29,0.0,967
32,63,10.08,28.0,20,3.82,0.0,2919
288,20,13.75,31.0,22,6.25,1.0,3294
80,15,22.77,37.0,44,13.23,1.0,3079
128,17,7.8,35.0,12,4.2,0.0,914
